"NE Name","Slot ID","Board Name","Port","Input Power(dBm)","Reference Input Power(dBm)","Input Power Reference Value Time","Input Power State","Reference Input Power Lower Threshold(dBm)","Reference Input Power Upper Threshold(dBm)","Input Power Lower Threshold(dBm)","Min. Value of Input Power Lower Threshold(dBm)","Max. Value of Input Power Lower Threshold(dBm)","Input Power Upper Threshold(dBm)","Min. Value of Input Power Upper Threshold(dBm)","Max. Value of Input Power Upper Threshold(dBm)","Max. Pump Output Power(dBm)","Min. Pump Output Power(dBm)","Output Power(dBm)","Reference Output Power(dBm)","Output Power Reference Value Time","Output Power State","Output Power Lower Threshold(dBm)","Output Power Upper Threshold(dBm)","Reference Output Power Lower Threshold(dBm)","Reference Output Power Upper Threshold(dBm)","Input Power Lower Threshold Default Value(dBm)","Input Power Upper Threshold Default Value(dBm)","CFP/LANE Input Power Lower Threshold Default Value(dBm)","CFP/LANE Input Power Upper Threshold Default Value(dBm)"
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-12,54TOA(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-12,54TOA(STND),10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-15,55TTX,3(RX1/TX1),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-15,55TTX,4(RX2/TX2),/,/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,/,/,/,/,"	-9.2",1.5,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-15,55TTX,5(RX3/TX3),/,/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,/,/,/,/,"	-9.2",1.5,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-15,55TTX,6(RX4/TX4),/,/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,/,/,/,/,"	-9.2",1.5,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-15,55TTX,7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-15,55TTX,8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-15,55TTX,9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-15,55TTX,10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-15,55TTX,11(RX9/TX9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-15,55TTX,12(RX10/TX10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-16,58NS4,1(IN/OUT),"	-9.4",/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,"	-2.9",/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,3(RX1/TX1 PB PE RAN GORBEA),/,/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,/,/,/,/,"	-9.2",1.5,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,4(RX2/TX2 PA PE RAN VILLARRICA),/,/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,/,/,/,/,"	-9.2",1.5,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,5(RX3/TX3 PA PE RAN PUCON),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,11(RX9/TX9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,12(RX10/TX10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR06 ETN1,Shelf0(Master Shelf)-18,58NS4,1(IN/OUT (TO TEMUCO FJ)),"	-60.0",/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,"	-2.5",/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-1,F2ELOM(STND),1(IN1/OUT1 A S7 MR8 A1/D1 HACIA LONCOCHE),"	-60.0",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-1,F2ELOM(STND),2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-1,F2ELOM(STND),3(RX1/TX1 PA PE RAN LASTARRIA A 8800 LONCOCHE-WDM-CR06 T16 S1 P1),"	-6.7",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),1(IN1/OUT1 A MR8 S7 A2/D2 HACIA LASTARRIA),"	-60.0",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),3(RX1/TX1 PB PE RAN PANGUI (NUEVO) A LONCO-WDM-CR06 ETN1 S12 P2),"	-7.1",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.8",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-7,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,/,/,/,-,-,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-CR01,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-1,F2ELOM(STND),1(IN1/OUT1 A S7 MR8 A1/D1 HACIA LONCOCHE),"	-6.6",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-1,F2ELOM(STND),2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-1,F2ELOM(STND),3(RX1/TX1 PA-PE-RAN-8KM14 LASTARRIA 0/1/0 a Temuco),"	-5.9",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.6",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),1(IN1/OUT1 A MR8 S7 A2/D2 HACIA LONCOCHE),"	-5.8",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.8,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),3(RX1/TX1 PB PE RAN PANGUIPULLI (NUEVO) A TN 10.254.35.179 S8 P2),"	-6.3",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-2,F2ELOM(STND),10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-7,F1EMR8,9(IN/OUT RACK 4 ODF 1 FO 6 y 7 HACIA LONCOCHE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,/,/,/,-,-,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LASTARRIA-WDM-CR01,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-11,54TOA(STND),3(RX1/TX1 PB PE RAN PANGUIPULLI (NUEVO)),"	-6.5",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-11,54TOA(STND),4(RX2/TX2),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-11,54TOA(STND),5(RX3/TX3),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-11,54TOA(STND),6(RX4/TX4),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-11,54TOA(STND),7(RX5/TX5),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-11,54TOA(STND),8(RX6/TX6),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-11,54TOA(STND),9(RX7/TX7),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-11,54TOA(STND),10(RX8/TX8),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,3(RX1/TX1),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,4(RX2/TX2),/,/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,/,/,/,/,"	-9.2",1.5,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,5(RX3/TX3),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,6(RX4/TX4),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,11(RX9/TX9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-17,55TTX,12(RX10/TX10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALDIVIA-WDM-CR06 ETN1,Shelf0(Master Shelf)-18,58NS4,1(IN/OUT),"	-13.5",/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,"	-2.4",/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-5,B1DAP,1(IN_1),"	-17.3",/,/,/,/,/,"	-32.0","	-60.0",60.0,"	-2.0","	-60.0",60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-5,B1DAP,2(PAOUT_1),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-1.7",/,/,/,-,-,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-5,B1DAP,3(BAIN_1),"	-14.9",/,/,/,/,/,"	-26.0","	-60.0",60.0,19.0,"	-60.0",60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-5,B1DAP,4(OUT_1),-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.6,/,/,/,-,-,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-5,B1DAP,6(VI_1),"	-0.7",/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-5,B1DAP,8(IN_2),/,/,/,/,/,/,/,"	-60.0",60.0,/,"	-60.0",60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-5,B1DAP,9(PAOUT_2),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-5,B1DAP,10(BAIN_2),/,/,/,/,/,/,/,"	-60.0",60.0,/,"	-60.0",60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-5,B1DAP,11(OUT_2),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-5,B1DAP,13(VI_2),/,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-7,B1SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-7,B1SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
ANFIONM-WDM-R03A,Shelf0(subrack)-8,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),1(IN1/OUT1 FROM/TO VILLARRICA MOVISTAR),"	-10.6",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.7,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),2(IN2/OUT2 FROM/TO VILLARRICA ENTEL),"	-6.5",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.6,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),3(RX1/TX1 PB1 PE RAN VILLARRICA_NUEVA),"	-8.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),4(RX2/TX2 PB2 PE RAN VILLARRICA_NUEVA),"	-7.4",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),5(RX3/TX3 ),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),6(RX4/TX4 PB1 PE RAN PUCON_NUEVA),"	-11.2",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-1.8",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),7(RX5/TX5 ),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),8(RX6/TX6),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),9(RX7/TX7),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),10(RX8/TX8 STM-16 PROTECCION a 1600G Protection TMX S05 P1),"	-6.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-1.9",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-3,F1LDX(STND),1(IN1/OUT1 A S7 MR8 A4/D4 HACIA VILLARRICA),"	-7.6","	-6.7",2022-09-05 18:12:31 DST,Normal,-,-,"	-16.0",-,-,"	-2.0",-,-,-,-,0.6,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-3,F1LDX(STND),2(IN2/OUT2),/,/,/,/,-,-,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-3,F1LDX(STND),3(IN3/OUT3 A S7 MR8 A5/D5 HACIA VILLARRICA),"	-10.6","	-9.7",2022-09-05 18:12:31 DST,Normal,-,-,"	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-3,F1LDX(STND),4(IN4/OUT4),/,/,/,/,-,-,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-3,F1LDX(STND),5(RX1/TX1 PB PE RAN VILLARRICA 10G),"	-6.0","	-5.9",2022-09-05 18:12:31 DST,Normal,-,-,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-3,F1LDX(STND),6(RX2/TX2 PB PE RAN PUCON 10G),"	-6.1","	-6.2",2022-09-05 18:12:31 DST,Normal,-,-,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-5,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-6,F2OBU,1(IN),"	-21.7","	-20.5",2021-10-20 08:45:36 DST,Normal,"	-23.5","	-15.5","	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,/,/,/,-,-,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-7,F1EMR8,9(IN/OUT TO VILLARRICA OUT FO ODF MOVISTAR FO3),-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0,/,/,/,-,-,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-R03B,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
